tipo,cruce,origen,destino,pago_operador,prioridad
PTT-00,,NORDAM,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),0.0,1
PTT-01,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,LEAR  TRIUNFO,0.0,1
LOC-02,,SAFRAN PLANTA 5 / ELM / ELECTRIC MEXICO (SEPS),SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),125.0,1
LOC-02,,LEAR LA CUESTA,BASCULA LA POSTA,125.0,1
FAL-00,PUENTE ZARAGOZA,GYSA JUAREZ 3,13699 GATEWAY WEST,250.0,10
LOC-01,,TORO COMPANY DE MEXICO PLANTA 2,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,125.0,1
TRE-02,PUENTE ZARAGOZA,PRECOS ZARAGOZA,RIO BRAVO INTERNACIONAL,500.0,10
PTT-00,PUENTE ZARAGOZA,GYSA JUAREZ JDC,13699 GATEWAY WEST,0.0,10
PTT-00,,APTIV / RIO BRAVO 7 FV32,GYSA JUAREZ 4,0.0,1
MDC-01,,DSV,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C3,125.0,1
PTT-00,,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),SMTC PLANTA 1,0.0,1
PTT-00,,SMTC PULLMAN,13699 GATEWAY WEST,0.0,1
MDC-01,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C2,DSV,250.0,1
LOC-02,,BASE SOTELO CHIHUAHUA,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),125.0,1
PTT-00,,YAZAKI COMPONENTES PLANTA 3,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),0.0,1
TRI-QMS,PUENTE ZARAGOZA,SMTC PULLMAN,FLETES SOTELO,1000.0,10
MDC-01,,DSV,BASE SOTELO CHIHUAHUA,125.0,1
QMS-02,PUENTE ZARAGOZA,ARIES WORLDWIDE LOGISTICS C/O,ELECTROLUX / PLASTICOS,1000.0,10
PTT-00,,SAFRAN PLANTA 3 /IMX/ ELECTRICAL COMPONENTS(ICORE),IMPULSORA GANE,0.0,1
LOC-01,,BASE SOTELO CHIHUAHUA,SAFRAN PLANTA 3 /IMX/ ELECTRICAL COMPONENTS(ICORE),125.0,1
PTT-00,PUENTE ZARAGOZA,GYSA JUAREZ JDC,18 LEIGH FISHER,0.0,10
LOC-01,,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),DSV,125.0,1
TRI-QMS,PUENTE ZARAGOZA,IBCA LOGYSTICS,FLETES SOTELO,1000.0,10
LOC-01,,LEAR RIO BRAVO,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,125.0,1
PTT-00,,IBCA LOGYSTICS,SMTC PULLMAN,0.0,1
LOC-01,,KORIMA / KUNA LOOP,RIO BRAVO INTERNACIONAL,125.0,1
LOC-01,,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),125.0,1
PTT-00,PUENTE AMERICAS,FLETES SOTELO,IBCA LOGYSTICS,0.0,10
PTT-00,,IBCA LOGYSTICS,13699 GATEWAY WEST,0.0,1
MDC-01,,ACCUDYN DE MÉXICO S. DE R.L. DE C.V.,CHIEF ENTERPRISES,125.0,1
LOC-01,,HONEYWELL ADENCO,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,125.0,1
LOC-03,,950 LOMA VERDE,DELFINGEN US-TEXAS,125.0,1
PTT-00,,MELTON,8700 CASTNER Y KESLER,0.0,1
LOC-03,,XIAMEN HONGFA TRANSPORTATION,950 LOMA VERDE,125.0,1
PTT-00,,IMPULSORA GANE,ATLAS AEROSPACE,0.0,1
LOC-01,,EAGLE OTAWA / ANTONIO J. BERMUDEZ,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,250.0,1
PTT-00,,PHINIA / BERMUDEZ,APTIV / RIO BRAVO 7 FV32,0.0,1
LOC-04,,KORIMA / KUNA LOOP,XIAMEN HONFA TRANSPORTATION,250.0,1
MDC-01,,BASE SOTELO CHIHUAHUA,FOKKER,125.0,1
PTT-00,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C2,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,0.0,1
LOC-01,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C3,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,125.0,1
PTT-00,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C3,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C2,0.0,1
PTT-00,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C3,0.0,1
LOC-02,PUENTE ZARAGOZA,GYSA  CDJ,PUENTE  ZARAGOZA,250.0,10
MDC-01,,PACTIV DE MEXICO S. DE R.L DE C.V.,BASE SOTELO CHIHUAHUA,125.0,1
FAL-00,PUENTE ZARAGOZA,RIO BRAVO INTERNACIONAL,PRECOS ZARAGOZA,250.0,10
PTT-00,,EASTLAKE LOGISTICS PARK,13699 GATEWAY WEST,0.0,1
PTT-00,,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),0.0,1
PTT-00,PUENTE AMERICAS,RIO BRAVO INTERNACIONAL,FLETES SOTELO,0.0,10
FAL-00,,"COFICAB LEON, S. DE R.L. DE C.V. / PLANTA JUAREZ",GYSA JUAREZ JDC,125.0,1
LOC-01,,BASE SOTELO CHIHUAHUA,PACTIV DE MEXICO S. DE R.L DE C.V.,125.0,1
LOC-04,,CHAMPLAIN 9500 PAN AMERICAN,KORIMA / KUNA LOOP,250.0,1
MDC-01,,GYSA JUAREZ 2,GYSA JUAREZ JDC,250.0,1
MDC-01,,ARNPRIOR AEROSPACE CHIHUAHUA,BASE SOTELO CHIHUAHUA,125.0,1
LOC-03,,18 LEIGH FISHER,CHAMPLAIN 9500 PAN AMERICAN,250.0,1
E-VACIO,PUENTE AMERICAS,FLETES SOTELO,KORIMA / KUNA LOOP,250.0,10
MDC-01,,GYSA JUAREZ JDC,GYSA JUAREZ 2,250.0,1
MDC-01,,PUENTE  ZARAGOZA,KORIMA / KUNA LOOP,250.0,1
LOC-03,,EASTLAKE LOGISTICS PARK,18 LEIGH FISHER,250.0,1
LOC-03,,ELLIOT TAPE 28 WALTER JONES,"EAST WEST EL PASO, LLC",125.0,1
MDC-01,,THUASNE MX,BASE SOTELO CHIHUAHUA,125.0,1
LOC-01,,GYSA  CDJ,GYSA JUAREZ 4,125.0,1
LOC-01,,BASE SOTELO CHIHUAHUA,ARNPRIOR AEROSPACE CHIHUAHUA,125.0,1
LOC-03,,DELFINGEN US-TEXAS,ELLIOT TAPE 28 WALTER JONES,250.0,1
PTT-00,,YARDA ARIES,MESILLA VALLEY TRANSPORTATION,0.0,1
LOC-01,,BASE SOTELO CHIHUAHUA,THUASNE MX,125.0,1
LOC-04,,EMERALD PASS DR.,KORIMA / KUNA LOOP,250.0,1
LOC-01,,BASE SOTELO CHIHUAHUA,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,125.0,1
PTT-00,,ARIES WORLDWIDE LOGISTICS C/O,MESILLA VALLEY TRANSPORTATION,0.0,1
E-VACIO,PUENTE ZARAGOZA,FLETES SOTELO,18 LEIGH FISHER,375.0,10
MDC-01,,GYSA JUAREZ 3,GYSA JUAREZ 2,125.0,1
I-VACIO,PUENTE ZARAGOZA,P Y H TRAILER ENTERPRISES INC,MESILLA VALLEY TRANSPORTATION,125.0,10
LOC-01,,BASCULA LA POSTA,LEAR SAN LORENZO,125.0,1
LOC-01,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,BASCULA LA POSTA,250.0,1
LOC-01,,SAFRAN PLANTA 3 /IMX/ ELECTRICAL COMPONENTS(ICORE),BASE SOTELO CHIHUAHUA,125.0,1
MDC-01,,BASE SOTELO CHIHUAHUA,SAFRAN CABIN,125.0,1
MDC-01,,BASE SOTELO CHIHUAHUA,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),125.0,1
PTT-00,,SAFRAN PLANTA 5 / PSM / POWER SWITCHES MÉXICO,BASE SOTELO CHIHUAHUA,0.0,1
PTT-00,,SMTC PULLMAN,18 LEIGH FISHER,0.0,1
PTT-00,,13699 GATEWAY WEST,GGLOBAL,0.0,1
LOC-03,,KORIMA / KUNA LOOP,EXPEDITORS  #1,125.0,1
MDC-01,,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),ADIENT APASEO EL GRANDE,125.0,1
LOC-04,,SA RECYCLING,KORIMA / KUNA LOOP,250.0,1
LOC-04,,LEGRAND DPC,IBCA LOGYSTICS,625.0,1
PTT-00,,NA KELLY,KORIMA / KUNA LOOP,0.0,1
MDC-01,,EMERALD PASS DR.,P Y H TRAILER ENTERPRISES INC,125.0,1
LOC-03,,KORIMA / KUNA LOOP,SA RECYCLING,250.0,1
PTT-00,,YARDA ARIES,P Y H TRAILER ENTERPRISES INC,0.0,1
LOC-03,,M Y N PLASTICS,18 LEIGH FISHER,375.0,1
PTT-00,,IMPULSORA GANE,XYLEM,0.0,1
LOC-04,,KORIMA / KUNA LOOP,M Y N PLASTICS,375.0,1
LOC-02,,SAFRAN PLANTA 5 / ELM / ELECTRIC MEXICO (SEPS),SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),125.0,1
MDC-01,,GYSA JUAREZ 2,FLETES SOTELO,125.0,1
PTT-00,,HERITAGE 12796 GRAND RIVER DR.,GYSA JUAREZ 2,0.0,1
LOC-02,,SMTC BODEGA,SMTC PLANTA 1,125.0,1
LOC-01,,BASE SOTELO CHIHUAHUA,SMTC BODEGA,125.0,1
PTT-00,,ADIENT APASEO EL GRANDE,IMPULSORA GANE,0.0,1
MDC-01,,DHL EXPRES SPUR,UPS FACILITY 10 LEIGHT FISHER,125.0,1
MDC-01,,FEDEX AIR,DHL EXPRES SPUR,125.0,1
MDC-01,,FEDEX GROUND,FEDEX AIR,250.0,1
PTT-00,,GYSA JUAREZ 3,APTIV / RIO BRAVO 7 FV32,0.0,1
LOC-03,,KORIMA / KUNA LOOP,FEDEX GROUND,250.0,1
PTT-00,,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),DTR,0.0,1
FAL-00,PUENTE ZARAGOZA,RIO BRAVO INTERNACIONAL,KORIMA / KUNA LOOP,250.0,10
IMP-02,PUENTE ZARAGOZA,18 LEIGH FISHER,GYSA JUAREZ 4,500.0,10
LOC-03,,FEDEX GROUND,UPS FACILITY 10 LEIGHT FISHER,250.0,1
LOC-01,,YARDA DEL SIETE,GYSA JUAREZ 2,250.0,1
PTT-02,,ELECTROLUX / REFRIGERADORES,FLETES SOTELO,0.0,1
EXP-02,PUENTE ZARAGOZA,RM2,KORIMA / KUNA LOOP,500.0,10
LOC-02,,GYSA JUAREZ 2,GYSA  CDJ,250.0,1
TRE-02,PUENTE ZARAGOZA,FLETES SOTELO,FEDEX GROUND,500.0,10
PTT-00,,FLETES SOTELO,YARDA DEL SIETE,0.0,1
TRI-QMS,,IBCA LOGYSTICS,FLETES SOTELO,1000.0,1
PTT-00,,FLETES SOTELO,RM2,0.0,1
PTT-00,,GYSA JUAREZ 2,GYSA  CDJ,0.0,1
LOC-01,,FOREFRONT,FLETES SOTELO,250.0,1
LOC-01,,HONEYWELL OPTOELECTRICA,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,250.0,1
LOC-01,,APTIV / RIO BRAVO 7 FV32,GYSA JUAREZ 2,250.0,1
LOC-03,,SMTC PULLMAN,RECINTO FISCAL - PUENTE ZARAGOZA,250.0,1
LOC-01,,BODEGA NUEVA XOMOX,SMTC PLANTA 1,125.0,1
LOC-01,,XOMOX CHIHUAHUA S.A DE C.V.,BASE SOTELO CHIHUAHUA,125.0,1
LOC-01,,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,SMTC PLANTA 1,125.0,1
PTT-00,,IMPULSORA GANE,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,0.0,1
PTT-00,PUENTE AMERICAS,FLETES SOTELO,SMTC PULLMAN,0.0,10
MDC-01,,PKC GROUP  / FRESNEL 7650,FLETES SOTELO,125.0,1
PTT-00,,PACTIV DE MEXICO S. DE R.L DE C.V.,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,0.0,1
LOC-01,,LEAR LAS TORRES,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,125.0,1
MDC-01,,"COFICAB LEON, S. DE R.L. DE C.V. / PLANTA JUAREZ",PKC GROUP  / FRESNEL 7650,250.0,1
EXP-02,PUENTE ZARAGOZA,FLETES SOTELO,18 LEIGH FISHER,500.0,10
PTT-00,,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),NORDAM,0.0,1
LOC-01,,LEAR MONARCA,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,250.0,1
PTT-01,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,LEAR LAS TORRES,0.0,1
LOC-01,,YAZAKI COMPONENTES PLANTA 2,BASE SOTELO CHIHUAHUA,125.0,1
IMP-02,PUENTE ZARAGOZA,UNI-TRADE FORWARDING LC,PHINIA / BERMUDEZ,500.0,10
PTT-00,,YAZAKI COMPONENTES PLANTA 2,BASE SOTELO CHIHUAHUA,0.0,1
PTT-00,,TRACSO CHIHUAHUA,BASE SOTELO CHIHUAHUA,0.0,1
PTT-00,,BASE SOTELO CHIHUAHUA,YAZAKI COMPONENTES PLANTA 1,0.0,1
PTT-00,,IMP SALCEDO CUSTOM BROKERS,FLETES SOTELO,0.0,1
LOC-02,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,TRACSO CHIHUAHUA,125.0,1
PTT-00,,FOREFRONT,FLETES SOTELO,0.0,1
IMP-02,PUENTE ZARAGOZA,EASTLAKE LOGISTICS PARK,FOREFRONT,500.0,10
TRI-02,PUENTE ZARAGOZA,IBCA LOGYSTICS,PRECOS ZARAGOZA,500.0,10
PTT-00,,CFI,EASTLAKE LOGISTICS PARK,0.0,1
PTT-00,,IBCA LOGYSTICS,CFI,0.0,1
LOC-04,,KORIMA / KUNA LOOP,EASTLAKE LOGISTICS PARK,250.0,1
L-VAC-05,PUENTE AMERICAS,ELECTROLUX / REFRIGERADORES,YARDA ARIES,750.0,10
PTT-00,,XOMOX CHIHUAHUA S.A DE C.V.,ACCUDYN DE MÉXICO S. DE R.L. DE C.V.,0.0,1
LOC-01,,GYSA  CDJ,GYSA JUAREZ 1,250.0,1
PTT-00,,ACCUDYN DE MÉXICO S. DE R.L. DE C.V.,BASE SOTELO CHIHUAHUA,0.0,1
PTT-00,,GYSA  CDJ,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,0.0,1
LOC-01,,COCLISA PLANTA OMEGA,FLETES SOTELO,125.0,1
LOC-03,,950 LOMA VERDE,M Y N PLASTICS,375.0,1
LOC-02,,FLETES SOTELO,COCLISA PLANTA OMEGA,250.0,1
PTT-00,,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,0.0,1
LOC-02,,APTIV / RIO BRAVO 7 FV32,FLETES SOTELO,250.0,1
FAL-00,,RIO BRAVO INTERNACIONAL,HOTEL RED ROOF INN CHITO SAMANIEGO DR,250.0,1
PTT-01,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,FLETES SOTELO,0.0,1
LOC-04,,RIO BRAVO INTERNACIONAL,13699 GATEWAY WEST,250.0,1
PTT-00,,IBCA LOGYSTICS,RIO BRAVO INTERNACIONAL,0.0,1
MDC-01,,IBCA LOGYSTICS,ABF FREIGHT,250.0,1
PTT-00,,PACTIV DE MEXICO S. DE R.L DE C.V.,SMTC PLANTA 1,0.0,1
PTT-02,,FLETES SOTELO,ELECTROLUX / PRODUCTO TERMINADO,0.0,1
PTT-00,,SHELTER AIN SERVICIOS,GYSA  CDJ,0.0,1
LOC-01,,FLETES SOTELO,RM2,250.0,1
LOC-02,,GENASCO 2,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,250.0,1
PTT-00,,IMPULSORA GANE,PACTIV DE MEXICO S. DE R.L DE C.V.,0.0,1
MDC-01,,"JABIL CIRCUIT DE CHIHUAHUA, S DE R.L DE C.V",ACCUDYN DE MÉXICO S. DE R.L. DE C.V.,125.0,1
LOC-01,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,GENASCO 2,250.0,1
PTT-00,PUENTE AMERICAS,FLETES SOTELO,18 LEIGH FISHER,0.0,10
LOC-02,,ACCUDYN DE MÉXICO S. DE R.L. DE C.V.,CENTURY MOLD MEXICO S DE RL DE CV,125.0,1
PTT-00,,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,XYLEM,0.0,1
LOC-03,,APEX DIVERSIFIED / ESTHER LAMA,18 LEIGH FISHER,250.0,1
LOC-03,,XIAMEN HONFA TRANSPORTATION,APEX DIVERSIFIED / ESTHER LAMA,125.0,1
LOC-02,,CHIEF ENTERPRISES,ACCUDYN DE MÉXICO S. DE R.L. DE C.V.,125.0,1
LOC-01,,LEAR ZARAGOZA,LEAR RIO BRAVO,125.0,1
LOC-03,,DELFINGEN US-TEXAS,XIAMEN HONFA TRANSPORTATION,250.0,1
PTT-00,,XOMOX CHIHUAHUA S.A DE C.V.,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),0.0,1
LOC-01,,BASCULA LA POSTA,LEAR LA CUESTA,125.0,1
MDC-01,,BASE SOTELO CHIHUAHUA,IMPULSORA GANE,125.0,1
MDC-01,,BASE SOTELO CHIHUAHUA,DSV,125.0,1
LOC-01,,BASE SOTELO CHIHUAHUA,"JABIL CIRCUIT DE CHIHUAHUA, S DE R.L DE C.V",125.0,1
LOC-02,,SAFRAN PLANTA 3/OSM/OXYGEN SYSTEMS,SAFRAN PLANTA 5 / ELM / ELECTRIC MEXICO (SEPS),125.0,1
MDC-01,,BASE SOTELO CHIHUAHUA,SAFRAN PLANTA 3/OSM/OXYGEN SYSTEMS,125.0,1
MDC-01,,GYSA JUAREZ 2,GYSA JUAREZ 3,125.0,1
MDC-01,,GYSA JDC,GYSA JUAREZ 2,250.0,1
E-VACIO,PUENTE ZARAGOZA,APTIV / RIO BRAVO 7 FV32,RIO BRAVO INTERNACIONAL,250.0,10
LOC-02,,PHINIA / BERMUDEZ,FLETES SOTELO,125.0,1
PTT-00,,RIO BRAVO INTERNACIONAL,GGLOBAL,0.0,1
PTT-01,,LEAR LA CUESTA,FLETES SOTELO,0.0,1
PTT-00,,FLETES SOTELO,PHINIA / BERMUDEZ,0.0,1
PTT-00,,SMTC PULLMAN,UNI-TRADE FORWARDING LC,0.0,1
PTT-00,,FLETES SOTELO,CFI,0.0,1
PTT-00,,XYLEM,XOMOX CHIHUAHUA S.A DE C.V.,0.0,1
LOC-01,,BASE SOTELO CHIHUAHUA,DTR,125.0,1
LOC-01,,BODEGA DE PALCO,BASE SOTELO CHIHUAHUA,125.0,1
LOC-03,,SOUTHWIRE COMPANY,ELLIOT TAPE 28 WALTER JONES,375.0,1
LOC-03,,FEDERAL-MOGUL EL PASO,SOUTHWIRE COMPANY,375.0,1
PTT-01,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,TORO COMPANY DE MEXICO PLANTA 1,0.0,1
PTT-00,,YARDA DEL SIETE,PHINIA / BERMUDEZ,0.0,1
MDC-01,,SAFRAN PLANTA 5 / PSM / POWER SWITCHES MÉXICO,BASE SOTELO CHIHUAHUA,125.0,1
LOC-01,,BASE SOTELO CHIHUAHUA,SAFRAN PLANTA 5 / PSM / POWER SWITCHES MÉXICO,125.0,1
PTT-00,,YARDA DEL SIETE,FLETES SOTELO,0.0,1
PTT-00,,IMPULSORA GANE,SAFRAN PLANTA 3/OSM/OXYGEN SYSTEMS,0.0,1
PTT-00,,KORIMA / KUNA LOOP,DELFINGEN US-TEXAS,0.0,1
PTT-00,,APTIV / RIO BRAVO 7 FV32,GYSA JUAREZ 3,0.0,1
MDC-01,,EMERALD PASS DR.,KORIMA / KUNA LOOP,250.0,1
PTT-00,,UNI-TRADE FORWARDING LC,13699 GATEWAY WEST,0.0,1
FAL-00,,APTIV / RIO BRAVO 7 FV32,FLETES SOTELO,250.0,1
LOC-04,,EASTLAKE LOGISTICS PARK,RIO BRAVO INTERNACIONAL,250.0,1
LOC-03,,DSV AIR & SEA / 1273 JOE BATTLE SUITE A-1,M Y N PLASTICS,375.0,1
MDC-01,,RIO BRAVO INTERNACIONAL,EMERALD PASS DR.,250.0,1
LOC-01,,GYSA  CDJ,SHELTER AIN SERVICIOS,125.0,1
LOC-04,,KORIMA / KUNA LOOP,DSV AIR & SEA / 1273 JOE BATTLE SUITE A-1,250.0,1
FAL-00,PUENTE ZARAGOZA,ESCOTO CUSTOMS BROKERS INC,FLETES SOTELO,250.0,10
FAL-00,,ESCOTO CUSTOMS BROKERS INC,FLETES SOTELO,250.0,1
LOC-01,,GYSA  CDJ,GYSA JUAREZ 3,250.0,1
PTT-00,,13699 GATEWAY WEST,NA KELLY,0.0,1
IMP-02,PUENTE ZARAGOZA,18 LEIGH FISHER,FLETES SOTELO,500.0,10
LOC-02,,BASE SOTELO CHIHUAHUA,DTR,125.0,1
PTT-00,,SAFRAN PLANTA 3/OSM/OXYGEN SYSTEMS,BASE SOTELO CHIHUAHUA,0.0,1
LOC-02,,SAFRAN PLANTA 5 / LSM/ LIGHTING SOLUTIONS (IDD),SAFRAN PLANTA 3/OSM/OXYGEN SYSTEMS,125.0,1
LOC-03,,EASTLAKE LOGISTICS PARK,RIO BRAVO INTERNACIONAL,250.0,1
LOC-03,,EXPEDITORS  #1,KORIMA / KUNA LOOP,125.0,1
FAL-00,,RIO BRAVO INTERNACIONAL,FLETES SOTELO,250.0,1
PTT-00,PUENTE ZARAGOZA,CFI,FLETES SOTELO,0.0,10
LOC-03,,PUENTE  ZARAGOZA,RIO BRAVO INTERNACIONAL,250.0,1
LOC-02,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C3,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C2,125.0,1
LOC-04,,SAIA,KORIMA / KUNA LOOP,250.0,1
QMS-02,PUENTE ZARAGOZA,ARIES WORLDWIDE LOGISTICS C/O,ELECTROLUX / REFRIGERADORES,1000.0,10
PTT-01,,LEAR RIO BRAVO,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,0.0,1
LOC-02,,PKC GROUP  / FRESNEL 7650,GYSA  CDJ,250.0,1
PTT-00,,SAFRAN BODEGA COMPLEJO,BASE SOTELO CHIHUAHUA,0.0,1
LOC-02,,BODEGA NUEVA XOMOX,XOMOX CHIHUAHUA S.A DE C.V.,125.0,1
LOC-01,,BASE SOTELO CHIHUAHUA,SAFRAN BODEGA COMPLEJO,125.0,1
TRE-02,PUENTE ZARAGOZA,FLETES SOTELO,SAIA,500.0,10
PTT-00,,BODEGA NUEVA XOMOX,SMTC PLANTA 1,0.0,1
LOC-01,,XOMOX CHIHUAHUA S.A DE C.V.,BODEGA NUEVA XOMOX,125.0,1
LOC-03,,SUMITOMO ELECTRIC WIRING,18 LEIGH FISHER,250.0,1
MDC-01,,LEAR LA CUESTA,BASCULA LA POSTA,250.0,1
MDC-01,,COFICAB MX S.DE. R.L DE C.V / PLANTA DURANGO,FLETES SOTELO,375.0,1
MDC-01,,SAFRAN CABIN,BASE SOTELO CHIHUAHUA,125.0,1
LOC-02,,DTR,BASE SOTELO CHIHUAHUA,125.0,1
LOC-02,,SAFRAN PLANTA 5 / LSM/ LIGHTING SOLUTIONS (IDD),SAFRAN PLANTA 5 / LSM/ LIGHTING SOLUTIONS (IDD),125.0,1
LOC-01,,FLETES SOTELO,COFICAB MX S.DE. R.L DE C.V / PLANTA DURANGO,375.0,1
PTT-00,PUENTE AMERICAS,CFI,FLETES SOTELO,0.0,10
PTT-00,,FLETES SOTELO,ELECTROLUX / PRODUCTO TERMINADO,0.0,1
PTT-00,,FLETES SOTELO,ELECTROLUX / ESTAMPADOS,0.0,1
PTT-00,,EXPEDITORS  #1,13699 GATEWAY WEST,0.0,1
LOC-03,,PUENTE  ZARAGOZA,NA KELLY,250.0,1
LOC-01,PUENTE AMERICAS,KORIMA / KUNA LOOP,FLETES SOTELO,250.0,10
MDC-01,PUENTE AMERICAS,KORIMA / KUNA LOOP,FLETES SOTELO,250.0,10
PTT-00,,CFI,UNI-TRADE FORWARDING LC,0.0,1
PTT-00,,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),0.0,1
LOC-04,PUENTE ZARAGOZA,13699 GATEWAY WEST,FLETES SOTELO,375.0,10
PTT-00,,NORDAM,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),0.0,1
PTT-00,,YARDA ARIES,ARIES WORLDWIDE LOGISTICS C/O,0.0,1
PTT-00,,GYSA JUAREZ JDC,GYSA JUAREZ 4,0.0,1
TRE-02,PUENTE ZARAGOZA,FLETES SOTELO,PUENTE  ZARAGOZA,500.0,10
MDC-01,,MGS PLASTICS CHIHUAHUA SA DE CV,BASE SOTELO CHIHUAHUA,125.0,1
LOC-02,,ACCUDYN DE MÉXICO S. DE R.L. DE C.V.,MGS PLASTICS CHIHUAHUA SA DE CV,125.0,1
LOC-03,,HISCO EL PASO,18 LEIGH FISHER,250.0,1
LOC-03,,XIAMEN HONFA TRANSPORTATION,HISCO EL PASO,250.0,1
LOC-03,,FEDERAL-MOGUL EL PASO,XIAMEN HONFA TRANSPORTATION,125.0,1
TRE-02,PUENTE ZARAGOZA,APTIV / RIO BRAVO 7 FV32,NA KELLY,500.0,10
LOC-04,,EXPEDITORS  #1,IBCA LOGYSTICS,125.0,1
LOC-01,,DARTAEROSPACE,BASE SOTELO CHIHUAHUA,125.0,1
MDC-01,,BASE SOTELO CHIHUAHUA,DARTAEROSPACE,125.0,1
PTT-00,,CFI,FLETES SOTELO,0.0,1
PTT-00,PUENTE ZARAGOZA,FLETES SOTELO,BODEGA NUEVA RIO BRAVO,0.0,10
LOC-02,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,LEAR LA CUESTA,250.0,1
MDC-01,,GYSA JUAREZ 2,GYSA JDC,250.0,1
PTT-00,,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),XOMOX CHIHUAHUA S.A DE C.V.,0.0,1
LOC-04,,NA KELLY,KORIMA / KUNA LOOP,250.0,1
PTT-00,,CFI,NA KELLY,0.0,1
PTT-00,,CFI,IBCA LOGYSTICS,0.0,1
LOC-02,,LEAR ZARAGOZA,LEAR RIO BRAVO,125.0,1
LOC-02,,LEAR ZARAGOZA,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,125.0,1
MDC-01,,ACCUDYN DE MÉXICO S. DE R.L. DE C.V.,"CHIEF ENTERPRISES MEXICO, S. DE R.L. DE C.V.",125.0,1
LOC-01,,BASE SOTELO CHIHUAHUA,SOUTHCO.,125.0,1
LOC-03,,ADVANCED PAPERWORKS,18 LEIGH FISHER,250.0,1
LOC-03,,950 LOMA VERDE,ADVANCED PAPERWORKS,250.0,1
MDC-01,,ELP PGE,SA RECYCLING,125.0,1
LOC-03,,KORIMA / KUNA LOOP,ELP PGE,250.0,1
